0,2013,11592276,2,0,2,0,2,1,2008,0,1,10,1,0,12,0,12,12,cluster0
1,2012,10459509,3,2,1,0,5,1,2005,0,1,1,2,0,12,0,12,12,cluster0
2,2012,10194609,0,4,2,0,2,1,2008,0,2,10,1,0,12,0,12,12,cluster0
3,2013,11335010,3,3,0,0,2,1,2006,0,2,1,3,0,12,0,12,12,cluster0
4,2013,11222679,0,5,0,0,1,1,2003,0,1,10,1,0,1,9,18,20,cluster0
5,2012,11020523,3,3,0,0,1,1,2006,0,1,1,4,0,-1,0,0,0,cluster1
6,2012,10062965,0,0,0,0,1,1,1999,0,2,10,1,0,4,0,2,12,cluster0
7,2012,10412210,-1,1,0,0,0,0,2003,0,1,0,4,3,15,0,12,12,cluster0
8,2013,10939075,4,6,0,0,1,1,2011,0,3,10,1,0,12,0,12,12,cluster0
9,2013,11727463,5,5,1,0,2,1,2002,0,1,10,5,0,-1,0,0,0,cluster1
10,2013,11472808,6,7,7,0,3,1,2007,0,1,10,5,3,20,0,0,0,cluster1
11,2012,10290326,4,6,0,0,2,1,2011,0,10,10,5,0,12,0,12,12,cluster0
12,2013,10868257,0,8,5,0,0,1,2005,0,1,10,1,0,10,0,12,12,cluster0
13,2012,10474404,7,2,0,0,0,1,2006,0,1,1,6,0,4,0,14,12,cluster0
14,2013,11532920,1,1,0,0,3,0,2012,0,1,0,2,0,12,0,12,12,cluster0
15,2012,10634754,0,0,2,0,0,1,1999,0,1,10,1,0,12,0,12,12,cluster0
16,2013,11370375,0,0,4,0,2,1,2000,0,1,10,1,0,12,0,12,12,cluster0
17,2013,11658946,8,5,0,0,1,1,1995,0,1,12,6,0,2,0,0,0,cluster1
18,2013,10951590,4,4,3,0,4,1,2010,0,3,10,1,0,12,0,12,12,cluster0
19,2012,10430692,0,8,0,0,1,1,1998,0,1,10,7,3,20,0,12,12,cluster0
20,2012,10445045,0,0,4,0,6,1,2006,0,1,10,1,0,17,0,12,12,cluster0
21,2013,11487294,3,3,0,0,0,1,2012,0,1,1,2,0,0,0,0,0,cluster1
22,2012,10472251,0,9,5,0,7,1,2001,0,1,10,7,0,10,0,12,12,cluster0
23,2012,10503868,9,5,0,0,2,1,2004,0,4,0,7,0,4,0,2,7,cluster1
24,2013,11060659,3,3,3,0,5,1,2008,0,1,1,7,0,4,0,12,12,cluster0
25,2013,11380927,10,4,2,0,3,1,2006,0,1,10,1,0,12,0,12,12,cluster0
26,2013,11294976,11,8,5,0,2,1,1999,0,2,10,1,0,10,0,-1,0,cluster1
27,2013,11171696,9,5,3,0,5,23,2013,0,2,0,7,0,5,0,0,0,cluster1
28,2013,11429238,12,8,0,0,2,1,2006,0,1,10,1,0,4,0,12,0,cluster1
29,2012,10420347,0,8,0,0,1,1,2005,0,1,10,1,0,5,0,12,12,cluster0
30,2012,10448388,3,3,6,0,-1,1,2011,0,1,1,8,0,0,0,0,0,cluster1
31,2013,11487999,4,6,0,0,2,1,2008,0,1,10,8,0,-1,0,0,0,cluster1
32,2013,11475611,0,0,0,0,2,1,2004,0,2,10,1,0,19,0,12,6,cluster0
33,2012,11000964,-1,1,0,0,2,0,2008,0,2,0,8,0,0,0,0,0,cluster1
34,2012,10715517,1,1,0,0,2,0,2011,0,1,0,8,0,0,0,0,0,cluster1
35,2013,11722540,4,4,7,0,-1,1,2006,0,1,10,1,0,0,0,0,0,cluster1
36,2012,10531909,9,5,1,0,1,1,2004,0,1,0,7,9,18,0,12,12,cluster0
37,2012,10401729,3,3,0,0,0,1,2001,0,1,1,2,0,4,0,12,12,cluster0
38,2012,10542817,1,1,0,0,2,0,2006,0,1,0,8,0,12,0,12,12,cluster0
39,2013,11261900,3,3,0,0,6,1,1998,0,1,1,4,9,15,0,12,12,cluster0
40,2012,10645932,12,1,8,0,6,0,2008,0,1,0,8,0,5,0,12,12,cluster0
41,2012,10496189,3,3,0,0,1,1,2007,0,1,1,9,9,11,0,12,12,cluster0
42,2012,10484274,3,3,0,0,3,1,2007,0,1,1,4,0,-1,0,0,12,cluster1
43,2012,10259422,3,3,0,0,2,1,2011,0,1,1,4,0,12,0,12,12,cluster0
44,2012,10382779,0,8,0,0,2,1,1999,0,1,10,1,0,12,0,12,12,cluster0
45,2013,11407715,0,8,0,0,0,1,2003,0,1,10,1,0,12,0,12,12,cluster0
46,2012,10477496,3,3,0,0,1,1,2009,0,1,1,4,0,-1,0,0,0,cluster1
47,2013,11494418,10,5,2,0,3,1,2005,0,1,10,1,0,12,0,12,12,cluster0
48,2012,10765137,10,5,4,0,1,1,1998,0,1,10,1,0,2,9,18,6,cluster0
49,2013,11280664,13,8,0,0,2,1,2008,0,1,10,1,0,12,0,12,12,cluster0
50,2013,11484304,11,8,9,0,2,1,1999,0,1,10,1,0,16,0,14,0,cluster0
51,2012,10266563,14,14,0,0,3,1,2006,0,1,1,4,0,5,0,12,12,cluster0
52,2012,10441578,10,5,3,0,0,1,2005,0,1,10,1,0,14,0,20,12,cluster0
53,2012,10221021,9,5,3,0,0,1,1976,0,1,12,8,0,5,0,12,12,cluster0
54,2012,10067868,9,10,10,0,2,1,2005,0,1,0,7,0,2,0,12,12,cluster0
55,2012,10697194,3,3,0,0,-1,1,2003,0,1,1,8,0,0,0,0,0,cluster1
56,2013,11410642,15,1,6,0,3,0,1999,0,0,0,8,0,12,0,12,12,cluster0
57,2013,11179028,15,8,0,0,3,1,2004,0,3,10,1,0,1,3,15,0,cluster1
58,2012,10494635,3,3,0,0,4,1,1995,0,1,1,9,0,18,0,12,0,cluster0
59,2012,10474128,16,4,2,0,3,1,2011,0,1,10,1,0,12,0,12,12,cluster0
60,2013,11569209,3,3,0,0,1,1,1992,0,1,1,3,9,18,0,12,0,cluster0
61,2013,11735249,15,8,1,0,3,1,2012,0,2,10,1,0,0,0,0,0,cluster1
